Survived,Pclass,Sex,Parch,,,first Q,,,,,,,,,second Q,,,,,Second Q,,,,,,,,,Third Q,,,,,,
0,3,male,0,,,count,survived,dead,,entropies,,,,pr,count,survived,dead,,,,,count,survived,dead,,,,,M+Class+parch,,count,survived,dead,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,female,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,female,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,female,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,female,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,male,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,female,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,male,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,female,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,male,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,female,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,female,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,male,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,female,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,female,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,female,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3,male,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
